application_id,customer_id,decision,reject_reasons,approve_amount,approve_apr,approve_term,decided_at,decision_ver,is_test_data
AP20250220000041,C00003078,APPROVE,\N,20000.00,0.13,18,2025-02-20 15:47:12,v1,1
AP20250615000024,C00000115,REJECT,R006,\N,\N,\N,2025-06-15 22:48:10,v1,1
AP20250521000027,C00005397,APPROVE,\N,5000.00,0.19,3,2025-05-21 23:08:58,v1,1
AP20250625000021,C00002877,REJECT,R004,\N,\N,\N,2025-06-25 18:16:08,v1,1
AP20250225000042,C00006130,REJECT,R008,\N,\N,\N,2025-02-25 13:53:38,v1,1
AP20250316000021,C00005058,APPROVE,\N,2000.00,0.23,24,2025-03-16 17:38:14,v1,1
AP20250125000023,C00003501,REJECT,R008,\N,\N,\N,2025-01-25 22:41:24,v1,1
AP20250627000012,C00001897,REJECT,"R009,R006,R006",\N,\N,\N,2025-06-27 13:16:27,v1,1
AP20250210000038,C00002791,APPROVE,\N,80000.00,0.11,3,2025-02-10 22:32:25,v1,1
AP20250213000048,C00004079,REJECT,R006,\N,\N,\N,2025-02-13 14:30:53,v1,1
AP20250309000038,C00002270,REJECT,R009,\N,\N,\N,2025-03-09 21:10:57,v1,1
AP20250207000038,C00003433,APPROVE,\N,28455.90,0.19,6,2025-02-07 18:58:36,v1,1
AP20250302000047,C00007690,REJECT,R006,\N,\N,\N,2025-03-02 17:14:44,v1,1
AP20250603000025,C00008643,REJECT,R004,\N,\N,\N,2025-06-03 16:34:58,v1,1
AP20250524000020,C00007627,REJECT,R009,\N,\N,\N,2025-05-24 11:55:30,v1,1
AP20250208000048,C00007558,APPROVE,\N,15000.00,0.13,3,2025-02-08 21:40:42,v1,1
AP20250114000011,C00009990,APPROVE,\N,1000.00,0.19,12,2025-01-14 12:58:07,v1,1
AP20250617000017,C00006829,APPROVE,\N,2000.00,0.19,36,2025-06-17 12:47:52,v1,1
AP20250311000026,C00004837,APPROVE,\N,5000.00,0.21,36,2025-03-11 22:15:11,v1,1
AP20250214000038,C00003958,APPROVE,\N,2000.00,0.13,18,2025-02-14 13:53:07,v1,1
AP20250610000019,C00006983,APPROVE,\N,7634.05,0.23,36,2025-06-10 12:32:33,v1,1
AP20250319000023,C00005432,APPROVE,\N,25990.18,0.19,24,2025-03-19 12:16:51,v1,1
AP20250612000025,C00005286,APPROVE,\N,10000.00,0.12,12,2025-06-12 15:49:46,v1,1
AP20250618000017,C00000999,APPROVE,\N,45403.18,0.13,12,2025-06-18 16:53:08,v1,1
AP20250629000014,C00001236,REJECT,R006,\N,\N,\N,2025-06-29 16:53:29,v1,1
AP20250418000020,C00003351,APPROVE,\N,22930.72,0.20,12,2025-04-18 19:09:04,v1,1
AP20250216000038,C00003133,APPROVE,\N,1000.00,0.16,18,2025-02-16 21:13:48,v1,1
AP20250603000026,C00006782,REJECT,"R006,R004",\N,\N,\N,2025-06-03 08:33:04,v1,1
AP20250322000026,C00001663,APPROVE,\N,2000.00,0.23,36,2025-03-22 19:44:18,v1,1
AP20250302000048,C00006167,REJECT,R007,\N,\N,\N,2025-03-02 13:22:34,v1,1
AP20250218000048,C00003576,APPROVE,\N,1000.00,0.11,3,2025-02-18 13:26:19,v1,1
AP20250614000022,C00002658,APPROVE,\N,8230.74,0.22,36,2025-06-14 12:39:16,v1,1
AP20250308000029,C00003108,REJECT,R008,\N,\N,\N,2025-03-08 16:42:00,v1,1
AP20250516000025,C00008080,APPROVE,\N,7930.26,0.23,24,2025-05-16 22:26:23,v1,1
AP20250323000024,C00005071,REJECT,R008,\N,\N,\N,2025-03-23 13:52:59,v1,1
AP20250216000039,C00002956,APPROVE,\N,10000.00,0.14,3,2025-02-16 22:39:29,v1,1
AP20250621000024,C00004466,APPROVE,\N,20000.00,0.20,6,2025-06-21 16:26:08,v1,1
AP20250505000022,C00007386,REJECT,R006,\N,\N,\N,2025-05-05 15:04:00,v1,1
AP20250606000031,C00006395,APPROVE,\N,8000.00,0.18,3,2025-06-06 21:42:01,v1,1
AP20250420000019,C00001387,REJECT,R004,\N,\N,\N,2025-04-20 20:34:29,v1,1
AP20250315000025,C00001475,APPROVE,\N,9012.22,0.23,18,2025-03-15 11:47:00,v1,1
AP20250317000025,C00004110,REJECT,R006,\N,\N,\N,2025-03-17 17:02:26,v1,1
AP20250303000030,C00006336,APPROVE,\N,10000.00,0.15,24,2025-03-03 10:28:19,v1,1
AP20250327000020,C00003579,REJECT,"R009,R006,R006",\N,\N,\N,2025-03-27 13:45:48,v1,1
AP20250330000019,C00001406,APPROVE,\N,50000.00,0.15,24,2025-03-30 10:57:18,v1,1
AP20250527000021,C00005624,APPROVE,\N,9825.82,0.22,12,2025-05-27 12:28:32,v1,1
AP20250408000026,C00001142,REJECT,"R008,R006",\N,\N,\N,2025-04-08 22:54:02,v1,1
AP20250218000049,C00009440,REJECT,R004,\N,\N,\N,2025-02-18 10:51:41,v1,1
AP20250531000026,C00000627,APPROVE,\N,21020.61,0.21,18,2025-05-31 12:44:13,v1,1
AP20250218000050,C00004464,APPROVE,\N,20000.00,0.16,6,2025-02-18 00:24:36,v1,1
AP20250524000021,C00001028,APPROVE,\N,36060.06,0.10,18,2025-05-24 07:45:49,v1,1
AP20250222000042,C00006518,REJECT,R006,\N,\N,\N,2025-02-22 18:59:34,v1,1
AP20250224000039,C00004635,APPROVE,\N,8969.70,0.22,18,2025-02-24 20:25:32,v1,1
AP20250226000035,C00007917,REJECT,"R006,R004",\N,\N,\N,2025-02-26 18:42:01,v1,1
AP20250115000021,C00008302,REJECT,"R006,R008",\N,\N,\N,2025-01-15 13:24:39,v1,1
AP20250522000026,C00005148,REJECT,R006,\N,\N,\N,2025-05-22 16:53:55,v1,1
AP20250520000035,C00006979,REJECT,"R008,R004",\N,\N,\N,2025-05-20 13:15:34,v1,1
AP20250202000040,C00000634,APPROVE,\N,4250.06,0.24,36,2025-02-02 12:28:48,v1,1
AP20250519000033,C00002249,REJECT,R006,\N,\N,\N,2025-05-19 23:03:13,v1,1
AP20250328000015,C00000414,APPROVE,\N,20000.00,0.14,12,2025-03-28 12:48:05,v1,1
AP20250617000018,C00009503,REJECT,"R009,R006",\N,\N,\N,2025-06-17 12:47:08,v1,1
AP20250411000025,C00003488,APPROVE,\N,9407.23,0.22,24,2025-04-11 10:32:05,v1,1
AP20250112000013,C00007248,APPROVE,\N,2000.00,0.13,12,2025-01-12 21:22:31,v1,1
AP20250122000020,C00004145,APPROVE,\N,41664.11,0.11,18,2025-01-22 22:34:50,v1,1
AP20250611000027,C00008311,REJECT,"R009,R004",\N,\N,\N,2025-06-11 16:28:06,v1,1
AP20250228000044,C00009287,APPROVE,\N,21147.26,0.19,18,2025-02-28 16:56:59,v1,1
AP20250424000026,C00008193,REJECT,"R006,R004",\N,\N,\N,2025-04-24 12:41:37,v1,1
AP20250315000026,C00001552,APPROVE,\N,25803.18,0.19,36,2025-03-16 00:01:01,v1,1
AP20250223000041,C00009527,APPROVE,\N,1000.00,0.16,36,2025-02-23 17:30:22,v1,1
AP20250410000016,C00004030,APPROVE,\N,8000.00,0.17,36,2025-04-10 16:10:28,v1,1
AP20250321000028,C00005832,APPROVE,\N,8000.00,0.17,6,2025-03-21 13:02:37,v1,1
AP20250321000029,C00007009,REJECT,R006,\N,\N,\N,2025-03-21 18:07:45,v1,1
AP20250406000025,C00007735,REJECT,"R009,R006",\N,\N,\N,2025-04-06 12:43:54,v1,1
AP20250206000031,C00006505,APPROVE,\N,2000.00,0.21,12,2025-02-06 17:39:30,v1,1
AP20250228000045,C00002576,REJECT,"R009,R006",\N,\N,\N,2025-02-28 23:20:15,v1,1
AP20250320000024,C00009389,REJECT,"R009,R006",\N,\N,\N,2025-03-20 22:28:05,v1,1
AP20250522000027,C00004831,REJECT,R004,\N,\N,\N,2025-05-22 01:58:31,v1,1
AP20250331000022,C00000491,REJECT,"R009,R006",\N,\N,\N,2025-03-31 19:31:29,v1,1
AP20250208000049,C00005218,APPROVE,\N,7548.88,0.22,36,2025-02-08 17:28:13,v1,1
AP20250412000027,C00003970,REJECT,R006,\N,\N,\N,2025-04-12 13:28:24,v1,1
AP20250419000022,C00001384,APPROVE,\N,36780.59,0.14,18,2025-04-19 20:51:07,v1,1
AP20250510000022,C00008601,APPROVE,\N,8000.00,0.14,6,2025-05-10 11:45:15,v1,1
AP20250306000037,C00001721,APPROVE,\N,15000.00,0.20,18,2025-03-06 18:37:59,v1,1
AP20250509000026,C00001700,REJECT,"R006,R006",\N,\N,\N,2025-05-09 16:31:20,v1,1
AP20250624000016,C00006458,APPROVE,\N,66181.98,0.12,24,2025-06-24 12:30:55,v1,1
AP20250424000027,C00005745,REJECT,"R006,R008",\N,\N,\N,2025-04-24 07:15:26,v1,1
AP20250512000030,C00002496,REJECT,R006,\N,\N,\N,2025-05-12 21:15:09,v1,1
AP20250201000028,C00002423,APPROVE,\N,20000.00,0.21,3,2025-02-01 21:24:32,v1,1
AP20250216000040,C00006467,APPROVE,\N,5000.00,0.11,6,2025-02-16 13:34:49,v1,1
AP20250430000023,C00007142,APPROVE,\N,15000.00,0.16,24,2025-04-30 21:26:03,v1,1
AP20250519000034,C00004188,APPROVE,\N,48769.54,0.16,24,2025-05-19 07:30:13,v1,1
AP20250303000031,C00002997,APPROVE,\N,10000.00,0.19,3,2025-03-03 15:45:42,v1,1
AP20250310000032,C00004339,APPROVE,\N,1000.00,0.17,3,2025-03-10 11:02:53,v1,1
AP20250131000035,C00009494,APPROVE,\N,8000.00,0.16,3,2025-01-31 13:01:19,v1,1
AP20250216000041,C00007308,REJECT,R008,\N,\N,\N,2025-02-16 20:34:54,v1,1
AP20250205000032,C00004305,REJECT,R008,\N,\N,\N,2025-02-05 12:46:57,v1,1
AP20250620000026,C00009190,APPROVE,\N,30000.00,0.10,24,2025-06-20 06:33:20,v1,1
AP20250417000024,C00004930,APPROVE,\N,28801.70,0.20,24,2025-04-17 06:39:00,v1,1
AP20250213000049,C00000087,REJECT,R006,\N,\N,\N,2025-02-13 20:55:00,v1,1
AP20250615000025,C00003024,REJECT,R006,\N,\N,\N,2025-06-15 21:29:18,v1,1
AP20250430000024,C00001252,APPROVE,\N,9975.92,0.24,24,2025-04-30 14:10:54,v1,1
AP20250624000017,C00007130,APPROVE,\N,2000.00,0.24,18,2025-06-24 21:21:01,v1,1
AP20250226000036,C00002997,REJECT,R004,\N,\N,\N,2025-02-26 13:41:44,v1,1
AP20250427000018,C00006480,REJECT,R004,\N,\N,\N,2025-04-27 03:04:00,v1,1
AP20250606000032,C00006531,REJECT,R009,\N,\N,\N,2025-06-06 20:07:37,v1,1
AP20250315000027,C00000492,APPROVE,\N,5000.00,0.10,18,2025-03-15 23:42:34,v1,1
AP20250612000026,C00007116,REJECT,"R009,R006,R008,R006",\N,\N,\N,2025-06-12 18:56:11,v1,1
AP20250512000031,C00008617,REJECT,R006,\N,\N,\N,2025-05-12 20:20:57,v1,1
AP20250408000027,C00003372,REJECT,"R008,R004",\N,\N,\N,2025-04-08 12:24:19,v1,1
AP20250210000039,C00009336,APPROVE,\N,30000.00,0.13,6,2025-02-10 15:30:34,v1,1
AP20250620000027,C00004123,REJECT,"R006,R004",\N,\N,\N,2025-06-20 22:14:04,v1,1
AP20250120000024,C00006114,REJECT,R006,\N,\N,\N,2025-01-20 22:57:04,v1,1
AP20250518000027,C00003157,REJECT,R006,\N,\N,\N,2025-05-18 20:28:56,v1,1
AP20250212000044,C00008343,REJECT,"R006,R004",\N,\N,\N,2025-02-12 09:42:16,v1,1
AP20250222000043,C00000976,APPROVE,\N,8539.65,0.22,3,2025-02-22 20:17:18,v1,1
AP20250520000036,C00000658,REJECT,R009,\N,\N,\N,2025-05-20 21:21:42,v1,1
AP20250303000032,C00009976,APPROVE,\N,24009.14,0.20,12,2025-03-03 06:10:52,v1,1
AP20250604000018,C00006780,REJECT,"R009,R006",\N,\N,\N,2025-06-04 22:37:49,v1,1
AP20250225000043,C00008251,APPROVE,\N,9498.07,0.22,12,2025-02-25 13:03:52,v1,1
AP20250222000044,C00002678,APPROVE,\N,41976.50,0.14,36,2025-02-22 23:15:46,v1,1
AP20250411000026,C00002726,REJECT,R008,\N,\N,\N,2025-04-11 21:49:39,v1,1
AP20250503000023,C00007440,APPROVE,\N,15000.00,0.17,36,2025-05-03 12:22:44,v1,1
AP20250622000013,C00005675,REJECT,R006,\N,\N,\N,2025-06-22 16:55:35,v1,1
AP20250119000018,C00008706,REJECT,"R006,R008",\N,\N,\N,2025-01-19 23:04:47,v1,1
AP20250129000038,C00005206,APPROVE,\N,2000.00,0.16,3,2025-01-29 20:37:07,v1,1
AP20250427000019,C00004528,REJECT,"R009,R006",\N,\N,\N,2025-04-27 15:55:45,v1,1
AP20250223000042,C00000733,APPROVE,\N,8000.00,0.15,24,2025-02-23 20:24:23,v1,1
AP20250330000020,C00007577,APPROVE,\N,29733.12,0.22,6,2025-03-30 23:01:57,v1,1
AP20250307000030,C00007771,APPROVE,\N,49114.18,0.18,3,2025-03-07 11:08:14,v1,1
AP20250125000024,C00008357,APPROVE,\N,26340.92,0.18,24,2025-01-25 21:33:54,v1,1
AP20250312000036,C00009883,REJECT,R006,\N,\N,\N,2025-03-12 10:01:06,v1,1
AP20250127000032,C00009650,REJECT,R006,\N,\N,\N,2025-01-27 12:27:38,v1,1
AP20250613000027,C00002151,REJECT,R008,\N,\N,\N,2025-06-13 22:31:27,v1,1
AP20250221000047,C00001266,REJECT,R008,\N,\N,\N,2025-02-21 12:34:13,v1,1
AP20250115000022,C00009469,APPROVE,\N,30000.00,0.16,18,2025-01-15 13:17:33,v1,1
AP20250521000028,C00001706,REJECT,"R009,R006,R008",\N,\N,\N,2025-05-21 19:28:16,v1,1
AP20250123000027,C00008980,REJECT,R004,\N,\N,\N,2025-01-23 10:51:54,v1,1
AP20250122000021,C00003189,REJECT,R007,\N,\N,\N,2025-01-22 11:04:19,v1,1
AP20250601000024,C00006446,REJECT,"R009,R008,R006",\N,\N,\N,2025-06-01 15:16:41,v1,1
AP20250324000019,C00003252,APPROVE,\N,2000.00,0.14,36,2025-03-24 13:11:11,v1,1
AP20250614000023,C00005148,APPROVE,\N,5000.00,0.15,12,2025-06-14 14:36:37,v1,1
AP20250406000026,C00003729,APPROVE,\N,21037.63,0.21,12,2025-04-06 18:36:37,v1,1
AP20250216000042,C00000836,APPROVE,\N,5000.00,0.17,12,2025-02-16 13:42:43,v1,1
AP20250603000027,C00007926,REJECT,R006,\N,\N,\N,2025-06-03 20:54:40,v1,1
AP20250526000021,C00002744,APPROVE,\N,1000.00,0.15,36,2025-05-26 22:09:54,v1,1
AP20250218000051,C00003514,REJECT,R006,\N,\N,\N,2025-02-18 12:36:26,v1,1
AP20250210000040,C00004238,REJECT,R006,\N,\N,\N,2025-02-10 12:05:47,v1,1
AP20250125000025,C00004715,APPROVE,\N,47761.87,0.14,36,2025-01-25 22:03:23,v1,1
AP20250518000028,C00006352,APPROVE,\N,47108.18,0.11,18,2025-05-18 08:13:05,v1,1
AP20250220000042,C00006029,REJECT,R006,\N,\N,\N,2025-02-20 16:40:49,v1,1
AP20250529000027,C00002509,APPROVE,\N,2000.00,0.21,36,2025-05-29 12:23:37,v1,1
AP20250212000045,C00007085,REJECT,"R008,R006",\N,\N,\N,2025-02-12 13:16:56,v1,1
AP20250206000032,C00009402,APPROVE,\N,1000.00,0.21,6,2025-02-06 10:56:48,v1,1
AP20250211000051,C00003626,APPROVE,\N,2000.00,0.18,3,2025-02-11 20:12:56,v1,1
AP20250202000041,C00004209,APPROVE,\N,30000.00,0.12,3,2025-02-02 01:35:56,v1,1
AP20250418000021,C00007355,APPROVE,\N,47953.44,0.17,12,2025-04-18 22:41:19,v1,1
AP20250113000009,C00001121,APPROVE,\N,8484.62,0.24,24,2025-01-13 20:42:40,v1,1
AP20250322000027,C00008852,REJECT,R006,\N,\N,\N,2025-03-22 12:16:38,v1,1
AP20250619000018,C00005172,APPROVE,\N,10000.00,0.22,3,2025-06-20 00:01:34,v1,1
AP20250329000023,C00004610,APPROVE,\N,46298.46,0.16,36,2025-03-29 22:21:09,v1,1
AP20250619000019,C00000866,APPROVE,\N,10000.00,0.21,12,2025-06-19 13:51:55,v1,1
AP20250213000050,C00009701,APPROVE,\N,8000.00,0.13,12,2025-02-13 09:45:51,v1,1
AP20250207000039,C00004280,APPROVE,\N,1000.00,0.21,3,2025-02-07 18:30:57,v1,1
AP20250531000027,C00006458,REJECT,R004,\N,\N,\N,2025-05-31 12:49:16,v1,1
AP20250212000046,C00007609,REJECT,R006,\N,\N,\N,2025-02-12 07:38:00,v1,1
AP20250505000023,C00001864,APPROVE,\N,5000.00,0.20,36,2025-05-05 20:11:49,v1,1
AP20250311000027,C00003432,APPROVE,\N,30000.00,0.13,18,2025-03-11 21:16:11,v1,1
AP20250624000018,C00007550,APPROVE,\N,7831.78,0.23,6,2025-06-24 22:18:12,v1,1
AP20250217000040,C00005563,APPROVE,\N,15000.00,0.19,36,2025-02-17 21:35:10,v1,1
AP20250214000039,C00002109,REJECT,R006,\N,\N,\N,2025-02-14 21:50:52,v1,1
AP20250108000007,C00003401,REJECT,R008,\N,\N,\N,2025-01-08 15:54:08,v1,1
AP20250306000038,C00007467,APPROVE,\N,2000.00,0.18,6,2025-03-06 13:15:46,v1,1
AP20250313000023,C00002139,REJECT,R006,\N,\N,\N,2025-03-13 17:23:39,v1,1
AP20250417000025,C00006399,REJECT,R006,\N,\N,\N,2025-04-17 20:55:31,v1,1
AP20250518000029,C00006019,APPROVE,\N,15000.00,0.15,36,2025-05-18 18:44:47,v1,1
AP20250430000025,C00009725,APPROVE,\N,15000.00,0.13,36,2025-04-30 21:40:50,v1,1
AP20250301000034,C00000933,REJECT,R004,\N,\N,\N,2025-03-01 01:25:45,v1,1
AP20250325000018,C00001192,REJECT,R008,\N,\N,\N,2025-03-25 13:36:15,v1,1
AP20250111000011,C00004613,APPROVE,\N,46437.94,0.16,12,2025-01-11 21:43:33,v1,1
AP20250211000052,C00007421,REJECT,"R009,R007,R006",\N,\N,\N,2025-02-11 06:33:21,v1,1
AP20250602000030,C00004458,REJECT,R006,\N,\N,\N,2025-06-02 10:29:48,v1,1
AP20250116000021,C00006926,REJECT,R004,\N,\N,\N,2025-01-16 21:25:51,v1,1
AP20250610000020,C00009259,APPROVE,\N,50000.00,0.17,36,2025-06-10 22:55:50,v1,1
AP20250219000039,C00008023,REJECT,R008,\N,\N,\N,2025-02-19 12:40:33,v1,1
AP20250128000023,C00009551,REJECT,R008,\N,\N,\N,2025-01-28 12:22:38,v1,1
AP20250612000027,C00006243,REJECT,R007,\N,\N,\N,2025-06-12 17:07:58,v1,1
AP20250228000046,C00002420,APPROVE,\N,10000.00,0.16,24,2025-02-28 20:15:28,v1,1
AP20250113000010,C00005285,REJECT,R006,\N,\N,\N,2025-01-13 10:05:19,v1,1
AP20250121000020,C00005188,APPROVE,\N,8000.00,0.16,12,2025-01-21 10:30:59,v1,1
AP20250425000024,C00001818,APPROVE,\N,24894.88,0.19,12,2025-04-25 17:15:45,v1,1
AP20250210000041,C00007689,REJECT,R004,\N,\N,\N,2025-02-10 20:38:27,v1,1
AP20250330000021,C00004732,REJECT,R006,\N,\N,\N,2025-03-30 11:15:48,v1,1
AP20250125000026,C00007653,REJECT,R006,\N,\N,\N,2025-01-25 23:26:26,v1,1
AP20250416000022,C00001558,REJECT,R006,\N,\N,\N,2025-04-16 15:51:37,v1,1
AP20250630000019,C00007311,REJECT,"R006,R004",\N,\N,\N,2025-06-30 20:58:10,v1,1
AP20250413000027,C00005347,APPROVE,\N,5000.00,0.23,24,2025-04-13 20:59:09,v1,1
AP20250309000039,C00001665,REJECT,R004,\N,\N,\N,2025-03-09 22:38:09,v1,1
AP20250129000039,C00009520,APPROVE,\N,5000.00,0.23,36,2025-01-29 21:01:38,v1,1
AP20250501000025,C00009851,REJECT,R006,\N,\N,\N,2025-05-01 18:41:28,v1,1
AP20250407000027,C00006272,APPROVE,\N,8000.00,0.18,24,2025-04-07 20:39:27,v1,1
AP20250619000020,C00001670,REJECT,R004,\N,\N,\N,2025-06-21 00:48:50,v1,1
AP20250224000040,C00007959,REJECT,"R009,R006",\N,\N,\N,2025-02-24 15:41:27,v1,1
AP20250515000031,C00007971,APPROVE,\N,1000.00,0.19,24,2025-05-15 16:45:00,v1,1
AP20250501000026,C00000946,APPROVE,\N,8000.00,0.18,36,2025-05-01 20:48:54,v1,1
AP20250524000022,C00002772,APPROVE,\N,30000.00,0.18,6,2025-05-24 12:23:10,v1,1
AP20250223000043,C00008233,REJECT,R006,\N,\N,\N,2025-02-23 14:05:02,v1,1
AP20250226000037,C00002504,REJECT,R009,\N,\N,\N,2025-02-26 12:32:33,v1,1
AP20250429000027,C00006923,APPROVE,\N,5000.00,0.19,18,2025-04-29 22:51:13,v1,1
AP20250117000022,C00000985,APPROVE,\N,20000.00,0.19,36,2025-01-17 23:54:58,v1,1
AP20250514000029,C00009800,REJECT,"R006,R008",\N,\N,\N,2025-05-14 15:38:58,v1,1
AP20250203000056,C00003374,REJECT,"R009,R006",\N,\N,\N,2025-02-03 20:15:47,v1,1
AP20250107000008,C00002003,REJECT,R006,\N,\N,\N,2025-01-07 12:48:43,v1,1
AP20250602000031,C00003235,APPROVE,\N,21687.31,0.20,12,2025-06-02 17:50:15,v1,1
AP20250422000021,C00004295,APPROVE,\N,20000.00,0.21,36,2025-04-22 17:03:06,v1,1
AP20250215000045,C00003835,REJECT,"R006,R006",\N,\N,\N,2025-02-15 10:38:27,v1,1
AP20250127000033,C00001409,APPROVE,\N,8000.00,0.19,18,2025-01-27 13:01:54,v1,1
AP20250117000023,C00002292,APPROVE,\N,37553.56,0.17,6,2025-01-17 14:03:43,v1,1
AP20250213000051,C00007620,REJECT,R006,\N,\N,\N,2025-02-13 06:54:55,v1,1
AP20250526000022,C00000366,APPROVE,\N,88781.58,0.14,12,2025-05-26 12:49:39,v1,1
AP20250304000030,C00002757,APPROVE,\N,21327.94,0.22,3,2025-03-04 21:01:34,v1,1
AP20250226000038,C00009959,APPROVE,\N,27355.67,0.21,24,2025-02-26 19:10:13,v1,1
AP20250423000021,C00007974,APPROVE,\N,22094.49,0.20,24,2025-04-23 12:31:29,v1,1
AP20250511000023,C00008687,APPROVE,\N,20000.00,0.12,6,2025-05-11 12:12:30,v1,1
AP20250116000022,C00006730,APPROVE,\N,8000.00,0.16,12,2025-01-16 19:37:49,v1,1
AP20250514000030,C00004388,REJECT,"R006,R004",\N,\N,\N,2025-05-14 12:39:31,v1,1
AP20250405000017,C00006136,REJECT,"R008,R006",\N,\N,\N,2025-04-05 23:24:53,v1,1
AP20250605000014,C00000049,APPROVE,\N,30000.00,0.11,24,2025-06-05 16:01:51,v1,1
AP20250209000037,C00008577,APPROVE,\N,7188.09,0.23,36,2025-02-09 13:16:52,v1,1
AP20250119000019,C00006877,REJECT,R009,\N,\N,\N,2025-01-19 19:50:25,v1,1
AP20250429000028,C00004536,REJECT,R006,\N,\N,\N,2025-04-29 22:49:53,v1,1
AP20250618000018,C00003181,REJECT,R006,\N,\N,\N,2025-06-18 19:50:49,v1,1
AP20250401000018,C00003155,APPROVE,\N,28581.84,0.21,12,2025-04-01 13:13:10,v1,1
AP20250318000029,C00007271,REJECT,"R009,R006,R006",\N,\N,\N,2025-03-18 13:39:05,v1,1
AP20250218000052,C00007018,APPROVE,\N,9926.15,0.22,24,2025-02-18 21:50:04,v1,1
AP20250211000053,C00001832,REJECT,R008,\N,\N,\N,2025-02-11 13:29:50,v1,1
AP20250518000030,C00006825,APPROVE,\N,50000.00,0.12,12,2025-05-18 19:22:45,v1,1
AP20250320000025,C00002922,REJECT,R006,\N,\N,\N,2025-03-20 13:35:53,v1,1
AP20250309000040,C00001573,APPROVE,\N,20000.00,0.21,12,2025-03-09 01:38:45,v1,1
AP20250509000027,C00002551,REJECT,R006,\N,\N,\N,2025-05-09 13:02:15,v1,1
AP20250325000019,C00001966,APPROVE,\N,15000.00,0.14,36,2025-03-25 09:51:02,v1,1
AP20250213000052,C00000025,REJECT,R008,\N,\N,\N,2025-02-13 08:22:01,v1,1
AP20250503000024,C00007914,APPROVE,\N,10000.00,0.18,36,2025-05-03 15:09:52,v1,1
AP20250113000011,C00009184,REJECT,R006,\N,\N,\N,2025-01-13 20:40:41,v1,1
AP20250224000041,C00009842,REJECT,R006,\N,\N,\N,2025-02-24 21:01:41,v1,1
AP20250327000021,C00002546,APPROVE,\N,1000.00,0.14,3,2025-03-27 20:28:54,v1,1
AP20250222000045,C00000568,REJECT,R006,\N,\N,\N,2025-02-23 00:04:56,v1,1
AP20250627000013,C00002866,REJECT,R006,\N,\N,\N,2025-06-27 13:15:56,v1,1
AP20250503000025,C00007856,APPROVE,\N,8000.00,0.23,12,2025-05-03 15:26:28,v1,1
AP20250317000026,C00003716,REJECT,"R009,R006",\N,\N,\N,2025-03-17 17:40:39,v1,1
AP20250603000028,C00009623,REJECT,R008,\N,\N,\N,2025-06-03 06:14:11,v1,1
AP20250520000037,C00004615,APPROVE,\N,28150.89,0.19,3,2025-05-20 12:16:11,v1,1
AP20250306000039,C00006649,APPROVE,\N,8000.00,0.18,3,2025-03-06 12:40:27,v1,1
AP20250211000054,C00003292,REJECT,R006,\N,\N,\N,2025-02-11 22:50:28,v1,1
AP20250525000029,C00007631,REJECT,R006,\N,\N,\N,2025-05-25 14:33:35,v1,1
AP20250310000033,C00008919,REJECT,"R009,R006,R006,R004",\N,\N,\N,2025-03-10 20:33:25,v1,1
AP20250221000048,C00004672,APPROVE,\N,28287.98,0.19,3,2025-02-21 19:37:25,v1,1
AP20250304000031,C00007850,APPROVE,\N,2000.00,0.18,6,2025-03-04 21:40:36,v1,1
AP20250620000028,C00006719,APPROVE,\N,22969.56,0.20,3,2025-06-20 19:51:15,v1,1
AP20250314000027,C00004183,APPROVE,\N,3941.19,0.24,18,2025-03-14 10:04:47,v1,1
AP20250227000045,C00005409,APPROVE,\N,68620.25,0.11,12,2025-02-27 20:48:21,v1,1
AP20250604000019,C00005082,REJECT,R006,\N,\N,\N,2025-06-04 13:02:48,v1,1
AP20250218000053,C00006564,REJECT,"R009,R006,R006,R004",\N,\N,\N,2025-02-18 11:14:27,v1,1
AP20250520000038,C00004068,APPROVE,\N,15000.00,0.14,18,2025-05-20 22:18:55,v1,1
AP20250207000040,C00000098,APPROVE,\N,23970.97,0.20,36,2025-02-07 21:27:22,v1,1
AP20250611000028,C00004468,APPROVE,\N,7663.48,0.22,6,2025-06-11 18:03:44,v1,1
AP20250309000041,C00008250,APPROVE,\N,10000.00,0.18,3,2025-03-09 20:59:24,v1,1
AP20250116000023,C00004452,APPROVE,\N,5000.00,0.19,6,2025-01-16 09:41:54,v1,1
AP20250507000038,C00008355,REJECT,R006,\N,\N,\N,2025-05-07 16:08:25,v1,1
AP20250503000026,C00003751,REJECT,R009,\N,\N,\N,2025-05-03 10:36:14,v1,1
AP20250312000037,C00008967,APPROVE,\N,50000.00,0.15,36,2025-03-12 09:52:21,v1,1
AP20250301000035,C00002893,APPROVE,\N,8000.00,0.15,3,2025-03-01 16:37:30,v1,1
AP20250401000019,C00009493,REJECT,R009,\N,\N,\N,2025-04-01 17:42:52,v1,1
AP20250128000024,C00007115,REJECT,"R009,R006,R008",\N,\N,\N,2025-01-28 13:17:55,v1,1
AP20250526000023,C00007633,REJECT,R004,\N,\N,\N,2025-05-26 22:19:04,v1,1
AP20250527000022,C00003957,APPROVE,\N,44824.28,0.13,24,2025-05-27 21:36:55,v1,1
AP20250503000027,C00006280,REJECT,R008,\N,\N,\N,2025-05-03 12:10:13,v1,1
AP20250128000025,C00008339,REJECT,R006,\N,\N,\N,2025-01-28 12:18:30,v1,1
